date,price,total_volume,market_cap,coin_name
2020-04-18,0.0501632448649286,9613611.043389885,713471091.8571157,crypto-com-chain
2020-04-19,0.0517599658227692,4673310.721902505,736508281.6243502,crypto-com-chain
2020-04-20,0.0509391458759544,3870862.8333430574,724040524.5586725,crypto-com-chain
2020-04-21,0.0487408411615404,4699614.587981327,692982554.2256898,crypto-com-chain
2020-04-22,0.0479637100762237,14121948.76923401,682260062.5969652,crypto-com-chain
2020-04-23,0.0501428944988975,6870697.032453438,713521231.2228032,crypto-com-chain
2020-04-24,0.0520402213894357,6694875.820918009,739954502.439997,crypto-com-chain
2020-04-25,0.0529745957514219,5526113.179269111,752848676.1979648,crypto-com-chain
2020-04-26,0.054021964659582,4530993.916116827,767280650.9917972,crypto-com-chain
2020-04-27,0.0553534803876052,4440080.858120754,787507277.9281775,crypto-com-chain
2020-04-28,0.056015266771988,18123039.689676844,797135805.6282845,crypto-com-chain
2020-04-29,0.056884199721092,8587689.565886833,809334381.2093413,crypto-com-chain
2020-04-30,0.0622892446018987,9602775.1537121,952051221.5826658,crypto-com-chain
2020-05-01,0.0579230039393681,10144575.396685392,961512128.3647902,crypto-com-chain
2020-05-02,0.0577994216803456,8141448.632500843,956312483.6854942,crypto-com-chain
2020-05-03,0.0601963529003212,6753722.980376473,1001804480.1784596,crypto-com-chain
2020-05-04,0.0601449309687045,7954402.258984738,997586204.2262664,crypto-com-chain
2020-05-05,0.0606634643291989,8135456.851302552,1008021276.2892642,crypto-com-chain
2020-05-06,0.0629374490229154,12546715.067704596,1043450615.6224624,crypto-com-chain
2020-05-07,0.0643098369601813,7070859.791428996,1073122803.7880723,crypto-com-chain
2020-05-08,0.0663116168509899,13708649.975808784,1107784388.9308732,crypto-com-chain
2020-05-09,0.0685674792815514,8680941.515955953,1146024962.279514,crypto-com-chain
2020-05-10,0.0636410635811402,7948415.422704269,1053053642.0590864,crypto-com-chain
2020-05-11,0.0647953651498687,7149057.980740011,1078949761.3770258,crypto-com-chain
2020-05-12,0.0648001209310343,10325950.44433278,1082695774.9960735,crypto-com-chain
2020-05-13,0.065868323353323,7042081.666710429,1102340939.5822573,crypto-com-chain
2020-05-14,0.0673177865190556,8087532.388686554,1126351974.6709063,crypto-com-chain
2020-05-15,0.0644271140966844,8706371.388215326,1093145299.0412924,crypto-com-chain
2020-05-16,0.0635949821347978,9354367.816306837,1075463739.4792974,crypto-com-chain
2020-05-17,0.0651465301319418,9475305.544319496,1098304696.9442432,crypto-com-chain
2020-05-18,0.0675854460888884,8127512.52648123,1134342462.8873806,crypto-com-chain
2020-05-19,0.069055723042343,9254878.081078304,1179061093.358149,crypto-com-chain
2020-05-20,0.0707430420490152,9019321.350224908,1195097766.5656917,crypto-com-chain
2020-05-21,0.0713505187886567,8690014.64330979,1207170720.7841845,crypto-com-chain
